Ã¯Â»Â¿No.,"Author, Specimen ID ",Comments,Cross-section,Test Type and Configuration,Sustained Loading (% Ultimate),Width (mm),Depth (mm),Length (mm),Test Length (mm),Side Cover to Ctr of Tension Bar (mm),Bottom Cover to Ctr of Tension Bar (mm),Top Cover to Ctr of Compression Bar (mm),Reinforcement Design,# Tensile Bars,"Diameter Tensile Bars, db,t (mm)","Tension Reinforcement Ratio, pten (%)",# Compression Bars,"Diameter Comp Bars, db,c (mm)",Longitudinal Bar Type,Tension Bar End Anchorage,Lsplice (mm),"fy Longitudinal Bars (Tensile), (MPa) ","fsu Long Bars, (MPa)","Comp Reinforcement Ratio, pcom (%)",# Stirrup Legs,Stirrup Bar Type,"Stirrup Spacing, s (mm) ","Stirrup Diameter, ds (mm)","fy,s Stirrup Bars","Stirrup Volumetric Ratio, ÃÂs",Cement Type,W/C Ratio,Max Aggregate Size (mm),Comp. Test Method,f'c (MPa),Corrosion Method,Cathode Type,"Corrosion Zone Length, Lc (mm)","Corrosion Current Density, Icorr (ÃÂ¼A/cm2)","Duration, (days)",Solution Concetration (% NaCl),Immersion Depth (mm),Wet/Dry Cyclic Ratio (days),"Mass Loss (Tensile bars), ÃÂ·m (%)","Average Sample Length, (mm)","Corrosion Penetration Depth, Xaver (mm)","Shear Span, x (mm)",Py (kN),Pmax (kN),"Mmax,exp (kNm)","Residual Capacity, R (%)",MACI (kNm),"Mmax,exp/ MACI (%)",ÃÂy (mm),ÃÂult (mm),"Elastic Stiffness, k (kN/mm)","Displacement Ductility, ÃÂ¼ÃÂ",Failure Mode,Extra Notes
454,"Ma et al. (2013), LB10",Three tensile reinforcing bars - two 20 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,40,40,36,T_C,3,20,1.236,2,12,P,H-90,0,240.1,369.22,0.377,2,P,100,8,250,0.503,OPC,0.52,25,Cylinder,30,IC,External stainless steel plate,2400,1800,4,5,300,N/A,3.84,500,0.192,700,130,154.9,54.22,89.54,46.19,117.38,4.5,15.15,28.89,3.37,Flexural-bending (ductile),"Ultimate load, yield and ultimate displacements based on ""typical"" load-deflection curves and are therefore assumed to be approximately averaged for each corrosion degree. Corrosion duration back calculated from Faraday's Law."
455,"Ma et al. (2013), LB11",Three tensile reinforcing bars - two 22 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,46,46,41,T_C,3,22,1.456,2,12,P,H-90,0,252.24,396.1,0.377,2,P,100,8,250,0.503,OPC,0.52,25,Cylinder,30,IC,External stainless steel plate,2400,1800,4,5,300,N/A,4.41,500,0.243,700,136.6,154.9,54.22,89.54,55.32,98,4.5,15.15,30.36,3.37,Flexural-bending (ductile),"Ultimate load, yield and ultimate displacements based on ""typical"" load-deflection curves and are therefore assumed to be approximately averaged for each corrosion degree. Corrosion duration back calculated from Faraday's Law."
456,"Ma et al. (2013), LB12",Three tensile reinforcing bars - two 20 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,35,35,31,T_C,3,20,1.236,2,12,P,H-90,0,246.34,377.53,0.377,2,P,100,8,250,0.503,OPC,0.52,25,Cylinder,30,IC,External stainless steel plate,2400,1800,2,5,300,N/A,2.52,500,0.126,700,140,154.9,54.22,89.54,47.25,114.74,4.5,15.15,31.11,3.37,Flexural-bending (ductile),"Ultimate load, yield and ultimate displacements based on ""typical"" load-deflection curves and are therefore assumed to be approximately averaged for each corrosion degree. Corrosion duration back calculated from Faraday's Law."
457,"Ma et al. (2013), LB13",Three tensile reinforcing bars - two 18 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,34,34,31,T_C,3,18,1.037,2,12,P,H-90,0,230.37,363.23,0.377,2,P,100,8,250,0.503,OPC,0.52,25,Cylinder,30,IC,External stainless steel plate,2400,1800,4,5,300,N/A,4.29,500,0.193,700,110,154.9,54.22,89.54,38.98,139.09,4.5,15.15,24.44,3.37,Flexural-bending (ductile),"Ultimate load, yield and ultimate displacements based on ""typical"" load-deflection curves and are therefore assumed to be approximately averaged for each corrosion degree. Corrosion duration back calculated from Faraday's Law."
458,"Ma et al. (2013), LB14",Three tensile reinforcing bars - two 20 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,40,40,36,T_C,3,20,1.236,2,12,P,H-90,0,225.55,349.83,0.377,2,P,100,8,250,0.503,OPC,0.52,25,Cylinder,30,IC,External stainless steel plate,2400,1800,6,5,300,N/A,6.92,500,0.346,700,124.6,144.1,50.44,83.29,46.19,109.19,4.9,15.1,25.43,3.08,Flexural-bending (ductile),"Ultimate load, yield and ultimate displacements based on ""typical"" load-deflection curves and are therefore assumed to be approximately averaged for each corrosion degree. Corrosion duration back calculated from Faraday's Law."
459,"Ma et al. (2013), LB15",Three tensile reinforcing bars - two 22 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,46,46,41,T_C,3,22,1.456,2,12,P,H-90,0,234.51,372.03,0.377,2,P,100,8,250,0.503,OPC,0.52,25,Cylinder,30,IC,External stainless steel plate,2400,1800,8,5,300,N/A,7.94,500,0.437,700,124.6,160,56,92.49,55.32,101.22,4.9,15.1,25.43,3.08,Flexural-bending (ductile),"Ultimate load, yield and ultimate displacements based on ""typical"" load-deflection curves and are therefore assumed to be approximately averaged for each corrosion degree. Corrosion duration back calculated from Faraday's Law."
460,"Ma et al. (2013), LB16",Three tensile reinforcing bars - two 20 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,45,45,41,T_C,3,20,1.236,2,12,P,H-90,0,212.41,332.34,0.377,2,P,100,8,250,0.503,OPC,0.52,25,Cylinder,30,IC,External stainless steel plate,2400,1800,8,5,300,N/A,9.7,500,0.485,700,106.3,130,45.5,75.14,45.21,100.65,5.1,14,20.84,2.75,Flexural-bending (ductile),"Ultimate load, yield and ultimate displacements based on ""typical"" load-deflection curves and are therefore assumed to be approximately averaged for each corrosion degree. Corrosion duration back calculated from Faraday's Law."
461,"Ma et al. (2013), LB17",Three tensile reinforcing bars - two 18 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,44,44,41,T_C,3,18,1.037,2,12,P,H-90,0,233.85,367.97,0.377,2,P,100,8,250,0.503,OPC,0.52,25,Cylinder,30,IC,External stainless steel plate,2400,1800,4,5,300,N/A,3.53,500,0.159,700,130,154.9,54.22,89.54,37.53,144.44,4.5,15.15,28.89,3.37,Flexural-bending (ductile),"Ultimate load, yield and ultimate displacements based on ""typical"" load-deflection curves and are therefore assumed to be approximately averaged for each corrosion degree. Corrosion duration back calculated from Faraday's Law."
462,"Ma et al. (2013), LB18",Three tensile reinforcing bars - two 20 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,35,35,31,T_C,3,20,1.236,2,12,P,H-90,0,213.73,334.1,0.377,2,P,100,8,250,0.503,OPC,0.52,25,Cylinder,30,IC,External stainless steel plate,2400,1800,8,5,300,N/A,9.42,500,0.471,700,106.3,130,45.5,75.14,47.25,96.3,5.1,14,20.84,2.75,Flexural-bending (ductile),"Ultimate load, yield and ultimate displacements based on ""typical"" load-deflection curves and are therefore assumed to be approximately averaged for each corrosion degree. Corrosion duration back calculated from Faraday's Law."
463,"Ma et al. (2013), LB19",Three tensile reinforcing bars - two 22 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,41,41,36,T_C,3,22,1.456,2,12,P,H-90,0,197.15,321.3,0.377,2,P,100,8,250,0.503,OPC,0.52,25,Cylinder,30,IC,External stainless steel plate,2400,1800,14,5,300,N/A,15.38,500,0.846,700,89.7,108.9,38.12,62.95,56.69,67.23,4.85,13.1,18.49,2.7,Flexural-bending (ductile),"Ultimate load, yield and ultimate displacements based on ""typical"" load-deflection curves and are therefore assumed to be approximately averaged for each corrosion degree. Corrosion duration back calculated from Faraday's Law."
464,"Ma et al. (2013), LB20",Three tensile reinforcing bars - two 20 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,40,40,36,T_C,3,20,1.236,2,12,P,H-90,0,211.89,331.64,0.377,2,P,100,8,250,0.503,OPC,0.52,25,Cylinder,30,IC,External stainless steel plate,2400,1800,8,5,300,N/A,9.81,500,0.491,700,100,123.9,43.37,71.62,46.19,93.89,5.1,14,19.61,2.75,Flexural-bending (ductile),"Ultimate load, yield and ultimate displacements based on ""typical"" load-deflection curves and are therefore assumed to be approximately averaged for each corrosion degree. Corrosion duration back calculated from Faraday's Law."
465,"Ma et al. (2013), LB21",Three tensile reinforcing bars - two 18 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,39,39,36,T_C,3,18,1.037,2,12,P,H-90,0,155.76,261.46,0.377,2,P,100,8,250,0.503,OPC,0.52,25,Cylinder,30,IC,External stainless steel plate,2400,1800,16,5,300,N/A,20.6,500,0.927,700,75,108.9,38.12,62.95,38.22,99.73,4.85,13.1,15.46,2.7,Flexural-bending (ductile),"Ultimate load, yield and ultimate displacements based on ""typical"" load-deflection curves and are therefore assumed to be approximately averaged for each corrosion degree. Corrosion duration back calculated from Faraday's Law."
466,"Ma et al. (2013), LB22",Three tensile reinforcing bars - two 20 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,45,45,41,T_C,3,20,1.236,2,12,P,H-90,0,208.25,326.8,0.377,2,P,100,8,250,0.503,OPC,0.52,25,Cylinder,30,IC,External stainless steel plate,2400,1800,10,5,300,N/A,10.58,500,0.529,700,100,123.9,43.37,71.62,45.21,95.92,5.1,14,19.61,2.75,Flexural-bending (ductile),"Ultimate load, yield and ultimate displacements based on ""typical"" load-deflection curves and are therefore assumed to be approximately averaged for each corrosion degree. Corrosion duration back calculated from Faraday's Law."
467,"Ma et al. (2013), LB23",Three tensile reinforcing bars - two 22 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,36,36,31,T_C,3,22,1.456,2,12,P,H-90,0,216.08,347,0.377,2,P,100,8,250,0.503,OPC,0.52,25,Cylinder,30,IC,External stainless steel plate,2400,1800,10,5,300,N/A,11.61,500,0.639,700,106.3,130,45.5,75.14,58.14,78.26,5.1,14,20.84,2.75,Flexural-bending (ductile),"Ultimate load, yield and ultimate displacements based on ""typical"" load-deflection curves and are therefore assumed to be approximately averaged for each corrosion degree. Corrosion duration back calculated from Faraday's Law."
468,"Ma et al. (2013), LB24",Three tensile reinforcing bars - two 20 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,40,40,36,T_C,3,20,1.236,2,12,P,H-90,0,196.15,310.68,0.377,2,P,100,8,250,0.503,OPC,0.52,25,Cylinder,30,IC,External stainless steel plate,2400,1800,10,5,300,N/A,13.14,500,0.657,700,90,108.9,38.12,62.95,46.19,82.52,4.85,13.1,18.56,2.7,Flexural-bending (ductile),"Ultimate load, yield and ultimate displacements based on ""typical"" load-deflection curves and are therefore assumed to be approximately averaged for each corrosion degree. Corrosion duration back calculated from Faraday's Law."
469,"Zhu et al. (2013), B2T-1",Control. 26 years old.,R,SS_TPB_MONO_SUST,80,150,280,1150,950,22,22,19,T_C,2,12,0.539,2,6,D,S,0,532,592,0.135,2,D,220,6,550,0.171,OPC_HP,0.5,15,Cylinder,65.3,C,Control,0,0,0,0,0,N/A,0,0,0,475,135.65,135.65,32.22,100,30.16,106.83,2.8,4.88,48.45,1.74,Shear,Sustained loading maintained during 19 years then stored for a further 7 years until testing. Experimental moment capacity based on yield load due to change in failure mode.
470,"Zhu et al. (2013), B2T-2",Control. 26 years old.,R,SS_TPB_MONO_SUST,80,150,280,1150,950,22,22,19,T_C,2,12,0.539,2,6,D,S,0,539,601,0.135,2,D,220,6,550,0.171,OPC_HP,0.5,15,Cylinder,65.3,C,Control,0,0,0,0,0,N/A,0,0,0,475,135.48,157.83,32.18,100,30.16,106.69,2.51,8.37,53.98,3.33,Flexure-shear,Sustained loading maintained during 19 years then stored for a further 7 years until testing. Experimental moment capacity based on yield load due to change in failure mode.
471,"Zhu et al. (2013), B2C12-1",26 years old.,R,SS_TPB_MONO_SUST,80,150,280,1150,950,22,22,19,T_C,2,12,0.539,2,6,D,S,0,627,765,0.135,2,D,220,6,340,0.171,OPC_HP,0.5,15,Cylinder,63.4,EI,N/A,1150,1.8,9496,3.5,280,7:7,54.42,211,1.633,475,110.43,147.83,26.23,81.46,30.13,87.05,1.79,34,61.69,18.99,Flexural-bending (ductile),First 6 years 7:15 wet dry ratio. 6 -19 years 7:7 ratio. Sustained loading and salt fog removed at 19 years. 19 - 26 years beams stored until test. Salt fog (35 g/L NaCl) used 0.1 MPa compressed air. Experimental moment capacity based on yield load due to change in failure mode.
472,"Zhu et al. (2013), B2C12-2",26 years old.,R,SS_TPB_MONO_SUST,80,150,280,1150,950,22,22,19,T_C,2,12,0.539,2,6,D,S,0,628,772,0.135,2,D,220,6,324.9,0.171,OPC_HP,0.5,15,Cylinder,63.4,EI,N/A,1150,1.8,9496,3.5,280,7:7,36.8,201,1.104,475,80.43,123.04,19.1,59.33,30.13,63.4,1.45,25.99,55.47,17.92,Flexural-bending (ductile),First 6 years 7:15 wet dry ratio. 6 -19 years 7:7 ratio. Sustained loading and salt fog removed at 19 years. 19 - 26 years beams stored until test. Salt fog (35 g/L NaCl) used 0.1 MPa compressed air. Experimental moment capacity based on yield load due to change in failure mode.
473,"Wang et al. (2014), LA1",Control. Three tensile reinforcing bars - two 20 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,40,40,36,T_C,3,20,1.236,2,12,D,H-90,0,373.71,578.28,0.377,2,P,100,8,250,0.503,OPC,0.53,20,Cube,34.6,C,Control,0,0,0,0,0,N/A,0,0,0,700,210.27,233.88,81.86,100,82.12,99.69,6.78,18.36,31.01,2.71,Flexural-bending (ductile),
474,"Wang et al. (2014), LA2",Three tensile reinforcing bars - two 20 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,40,40,36,T_C,3,20,1.236,2,12,D,H-90,0,340.2,532.94,0.377,2,P,100,8,250,0.503,OPC,0.53,20,Cube,34.6,IC,External stainless steel plate,2100,1800,5,5,300,N/A,4.9,40,0.245,700,200.22,226.01,79.1,96.64,82.12,96.33,7.31,17.17,27.39,2.35,Flexural-bending (ductile),Duration of corrosion simulation back calculated from Faraday's Law.
475,"Wang et al. (2014), LA3",Three tensile reinforcing bars - two 20 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,40,40,36,T_C,3,20,1.236,2,12,D,H-90,0,331.24,520.82,0.377,2,P,100,8,250,0.503,OPC,0.53,20,Cube,34.6,IC,External stainless steel plate,2100,1800,5,5,300,N/A,6.21,40,0.311,700,188.85,208.53,72.99,89.16,82.12,88.88,7.17,15.6,26.34,2.18,Flexural-bending (ductile),Duration of corrosion simulation back calculated from Faraday's Law.
476,"Wang et al. (2014), LA4",Three tensile reinforcing bars - two 20 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,40,40,36,T_C,3,20,1.236,2,12,D,H-90,0,308.4,489.92,0.377,2,P,100,8,250,0.503,OPC,0.53,20,Cube,34.6,IC,External stainless steel plate,2100,1800,10,5,300,N/A,9.55,40,0.478,700,169.62,191.91,67.17,82.05,82.12,81.8,7.81,14.67,21.72,1.88,Flexural-bending (brittle),Duration of corrosion simulation back calculated from Faraday's Law.
477,"Wang et al. (2014), LA5",Three tensile reinforcing bars - two 20 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,40,40,36,T_C,3,20,1.236,2,12,D,H-90,0,285.97,459.57,0.377,2,P,100,8,250,0.503,OPC,0.53,20,Cube,34.6,IC,External stainless steel plate,2100,1800,10,5,300,N/A,12.83,40,0.642,700,149.51,171.37,59.98,73.27,82.12,73.04,6.75,13.03,22.15,1.93,Flexural-bending (brittle),Duration of corrosion simulation back calculated from Faraday's Law.
478,"Wang et al. (2014), LA6",Control. Three tensile reinforcing bars - two 20 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,35,35,31,T_C,3,20,1.236,2,12,D,H-90,0,373.71,578.28,0.377,2,P,100,8,250,0.503,OPC,0.53,20,Cube,34.6,C,Control,0,0,0,0,0,N/A,0,0,0,700,209.84,237.07,82.97,100,84.33,98.4,6.62,18.21,31.7,2.75,Flexural-bending (ductile),
479,"Wang et al. (2014), LA7",Three tensile reinforcing bars - two 20 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,35,35,31,T_C,3,20,1.236,2,12,D,H-90,0,305.66,486.22,0.377,2,P,100,8,250,0.503,OPC,0.53,20,Cube,34.6,IC,External stainless steel plate,2100,1800,10,5,300,N/A,9.95,40,0.498,700,149.11,180.52,63.18,76.15,84.33,74.93,7.51,15.57,19.85,2.07,Flexural-bending (ductile),Duration of corrosion simulation back calculated from Faraday's Law.
480,"Wang et al. (2014), LA8",Control. Three tensile reinforcing bars - two 20 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,45,45,41,T_C,3,20,1.236,2,12,D,H-90,0,373.71,578.28,0.377,2,P,100,8,250,0.503,OPC,0.53,20,Cube,34.6,C,Control,0,0,0,0,0,N/A,0,0,0,700,194.35,213.19,74.62,100,79.98,93.29,7.57,15.62,25.67,2.06,Flexural-bending (ductile),
481,"Wang et al. (2014), LA9",Three tensile reinforcing bars - two 20 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,45,45,41,T_C,3,20,1.236,2,12,D,H-90,0,299.92,478.45,0.377,2,P,100,8,250,0.503,OPC,0.53,20,Cube,34.6,IC,External stainless steel plate,2100,1800,10,5,300,N/A,10.79,40,0.54,700,149.53,159.16,55.71,74.66,79.98,69.65,8.53,14.36,17.53,1.68,Flexural-bending (brittle),Duration of corrosion simulation back calculated from Faraday's Law.
482,"Wang et al. (2014), LA10",Control. Three tensile reinforcing bars - two 22 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,36,36,31,T_C,3,22,1.456,2,12,D,H-90,0,373.71,578.28,0.377,2,P,100,8,250,0.503,OPC,0.53,20,Cube,34.6,C,Control,0,0,0,0,0,N/A,0,0,0,700,215.99,245.46,85.91,100,101.33,84.79,5.19,16.56,41.62,3.19,Flexural-bending (ductile),
483,"Wang et al. (2014), LA11",Three tensile reinforcing bars - two 22 mm deformed bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,36,36,31,T_C,3,22,1.456,2,12,D,H-90,0,301.01,479.93,0.377,2,P,100,8,250,0.503,OPC,0.53,20,Cube,34.6,IC,External stainless steel plate,2100,1800,10,5,300,N/A,10.63,40,0.585,700,190.07,205.04,71.76,83.53,101.33,70.82,7.67,13.63,24.78,1.78,Flexural-bending (brittle),Duration of corrosion simulation back calculated from Faraday's Law.
484,"Wang et al. (2014), LB1",Control. Three tensile reinforcing bars - two 20 mm plains bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,40,40,36,T_C,3,20,1.236,2,12,P,H-90,0,258.25,393.39,0.377,2,P,100,8,250,0.503,OPC,0.53,20,Cube,39.8,C,Control,0,0,0,0,0,N/A,0,0,0,700,158.15,172.49,60.37,100,58.87,102.55,5.29,15.24,29.9,2.88,Flexural-bending (ductile),
485,"Wang et al. (2014), LB2",Three tensile reinforcing bars - two 20 mm plains bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,40,40,36,T_C,3,20,1.236,2,12,P,H-90,0,239.72,368.72,0.377,2,P,100,8,250,0.503,OPC,0.53,20,Cube,39.8,IC,External stainless steel plate,2100,1800,5,5,300,N/A,3.92,40,0.196,700,137.8,154.45,54.06,89.54,58.87,91.82,4.69,15.09,29.38,3.22,Flexural-bending (ductile),Duration of corrosion simulation back calculated from Faraday's Law.
486,"Wang et al. (2014), LB3",Three tensile reinforcing bars - two 20 mm plains bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,40,40,36,T_C,3,20,1.236,2,12,P,H-90,0,225.22,349.39,0.377,2,P,100,8,250,0.503,OPC,0.53,20,Cube,39.8,IC,External stainless steel plate,2100,1800,5,5,300,N/A,6.99,40,0.35,700,118.84,141.5,49.53,82.03,58.87,84.12,4.49,15.05,26.47,3.35,Flexural-bending (ductile),Duration of corrosion simulation back calculated from Faraday's Law.
487,"Wang et al. (2014), LB4",Three tensile reinforcing bars - two 20 mm plains bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,40,40,36,T_C,3,20,1.236,2,12,P,H-90,0,211.51,331.14,0.377,2,P,100,8,250,0.503,OPC,0.53,20,Cube,39.8,IC,External stainless steel plate,2100,1800,10,5,300,N/A,9.89,40,0.495,700,107.28,123.47,43.21,71.58,58.87,73.4,5.4,13.93,19.87,2.58,Flexural-bending (ductile),Duration of corrosion simulation back calculated from Faraday's Law.
488,"Wang et al. (2014), LB5",Three tensile reinforcing bars - two 20 mm plains bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,40,40,36,T_C,3,20,1.236,2,12,P,H-90,0,196.15,310.68,0.377,2,P,100,8,250,0.503,OPC,0.53,20,Cube,39.8,IC,External stainless steel plate,2100,1800,10,5,300,N/A,13.14,40,0.657,700,90.17,108.21,37.87,62.73,58.87,64.33,4.89,13.07,18.44,2.67,Flexural-bending (ductile),Duration of corrosion simulation back calculated from Faraday's Law.
489,"Wang et al. (2014), LB6",Control. Three tensile reinforcing bars - two 20 mm plains bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,35,35,31,T_C,3,20,1.236,2,12,P,H-90,0,258.25,393.39,0.377,2,P,100,8,250,0.503,OPC,0.53,20,Cube,39.8,C,Control,0,0,0,0,0,N/A,0,0,0,700,172.52,197.1,68.99,100,60.21,114.58,4.8,14.94,35.94,3.11,Flexural-bending (ductile),
490,"Wang et al. (2014), LB7",Three tensile reinforcing bars - two 20 mm plains bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,35,35,31,T_C,3,20,1.236,2,12,P,H-90,0,213.73,334.1,0.377,2,P,100,8,250,0.503,OPC,0.53,20,Cube,39.8,IC,External stainless steel plate,2100,1800,10,5,300,N/A,9.42,40,0.471,700,132.74,148.81,52.08,75.5,60.21,86.5,4.69,12.07,28.3,2.57,Flexural-bending (ductile),Duration of corrosion simulation back calculated from Faraday's Law.
491,"Wang et al. (2014), LB8",Control. Three tensile reinforcing bars - two 20 mm plains bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,45,45,41,T_C,3,20,1.236,2,12,P,H-90,0,258.25,393.39,0.377,2,P,100,8,250,0.503,OPC,0.53,20,Cube,39.8,C,Control,0,0,0,0,0,N/A,0,0,0,700,136.88,155.68,54.49,100,57.62,94.56,4.67,14.58,29.31,3.12,Flexural-bending (ductile),
492,"Wang et al. (2014), LB9",Three tensile reinforcing bars - two 20 mm plains bars and one plain (center) 12 mm bar.,R,SS_FPB_MONO,0,200,300,2400,2100,45,45,41,T_C,3,20,1.236,2,12,P,H-90,0,208.25,326.8,0.377,2,P,100,8,250,0.503,OPC,0.53,20,Cube,39.8,IC,External stainless steel plate,2100,1800,10,5,300,N/A,10.58,40,0.529,700,103.76,113.53,39.74,72.93,57.62,68.96,4.15,12.7,25,3.06,Flexural-bending (ductile),Duration of corrosion simulation back calculated from Faraday's Law.
